id	T02	T04	T06	T08	T10	T12	T14	T01	T03	T05	T07	T09	T11	T13
Pddc1	707	659	612	565	471	720	938	941	942	837	1004	1088	1172	1256
Pde10a	2	1	1	1	1	0	0	0	0	4	5	5	6	6
Pde11a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde12	2295	2142	1989	1836	1530	1503	1328	1406	1150	1460	1752	1898	2044	2190
Pde1a	0	0	0	0	0	0	0	1	0	5	6	7	7	8
Pde1b	11	10	9	8	7	3	6	1	0	4	5	5	6	6
Pde1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde2a	72	67	62	58	48	58	34	17	16	18	22	23	25	27
Pde3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde3b	0	0	0	0	0	0	0	3	0	1	1	1	1	2
Pde4a	975	910	845	780	650	1032	855	1745	2294	1610	1932	2093	2254	2415
Pde4b	461	430	399	368	307	272	376	284	292	346	415	450	484	519
Pde4c	63	59	55	50	42	53	74	15	33	21	25	27	29	32
Pde4d	291	272	252	233	194	263	224	54	101	39	47	51	55	59
Pde4dip	3258	3041	2824	2606	2172	2715	4038	1565	2233	1932	2318	2512	2705	2898
Pde5a	146	136	126	116	97	157	126	104	143	108	130	140	151	162
Pde6a	0	0	0	0	0	0	0	4	4	2	2	3	3	3
Pde6b	3	3	3	2	2	0	0	2	4	6	7	8	8	9
Pde6c	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde6d	1505	1404	1304	1204	1003	1279	1569	880	1173	730	876	949	1022	1095
Pde6g	0	0	0	0	0	6	4	3	0	4	5	5	6	6
Pde6h	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pde7a	3905	3644	3384	3124	2603	3320	3310	2543	3576	2648	3178	3442	3707	3972
Pde7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde8a	29	27	25	23	19	47	31	23	21	33	40	43	46	50
Pde8b	51	48	44	41	34	34	28	38	35	35	42	46	49	53
Pde9a	0	0	0	0	0	0	1	89	197	95	114	124	133	143
Pdf	3132	2923	2714	2506	2088	2209	2418	2338	2182	1905	2286	2477	2667	2858
Pdgfa	1611	1504	1396	1289	1074	1237	1265	1114	1280	1141	1369	1483	1597	1712
Pdgfb	6320	5898	5477	5056	4213	5635	5177	1478	2366	2356	2827	3063	3298	3534
Pdgfc	143	133	124	114	95	187	220	8	20	11	13	14	15	17
Pdgfd	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdgfra	1355	1264	1174	1084	903	963	1103	3145	4562	3506	4207	4558	4908	5259
Pdgfrb	21	20	18	17	14	7	1	8	35	7	8	9	10	11
Pdgfrl	504	470	437	403	336	369	658	187	227	183	220	238	256	275
Pdha1	9543	8907	8271	7634	6362	6009	5690	3686	3785	3820	4584	4966	5348	5730
Pdha2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pdhb	6951	6488	6024	5561	4634	4906	6497	7194	7030	7259	8711	9437	10163	10889
Pdhx	2285	2132	1980	1828	1523	1188	1387	1623	1510	1609	1931	2092	2253	2414
Pdia2	39	36	34	31	26	25	41	13	11	8	10	10	11	12
Pdia3	47754	44570	41387	38203	31836	25992	31559	41181	40977	44054	52865	57270	61676	66081
Pdia4	9536	8900	8264	7628	6357	6156	9873	6948	8921	8273	9928	10755	11582	12410
Pdia5	1173	1095	1017	938	782	701	703	558	663	622	746	809	871	933
Pdia6	19494	18194	16895	15595	12996	13040	18548	21533	25237	22916	27499	29791	32082	34374
Pdik1l	1359	1268	1178	1087	906	919	996	996	1089	1053	1264	1369	1474	1580
Pdilt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdk1	4391	4098	3805	3512	2927	4038	3319	5923	5648	5718	6862	7433	8005	8577
Pdk2	51	48	44	41	34	111	157	239	327	203	244	264	284	305
Pdk3	4356	4066	3775	3485	2904	2414	2569	1564	1369	1684	2021	2189	2358	2526
Pdk4	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pdlim1	138	129	120	110	92	63	51	6	4	10	12	13	14	15
Pdlim2	1683	1571	1459	1346	1122	1521	1568	3464	3433	3807	4568	4949	5330	5711
Pdlim3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pdlim4	0	0	0	0	0	4	5	10	8	5	6	7	7	8
Pdlim5	8742	8159	7576	6994	5828	6693	6710	9032	11311	9553	11464	12419	13374	14330
Pdlim7	6605	6164	5724	5284	4403	5693	5884	2821	2981	2808	3370	3650	3931	4212
Pdp1	1119	1044	970	895	746	695	635	1609	1679	1621	1945	2107	2269	2432
Pdp2	2303	2149	1996	1842	1535	1378	898	901	823	962	1154	1251	1347	1443
Pdpk1	6581	6142	5703	5264	4387	4922	4379	3952	4317	4723	5668	6140	6612	7085
Pdpn	0	0	0	0	0	2	1	7	0	1	1	1	1	2
Pdpr	1127	1051	976	901	751	674	369	777	747	761	913	989	1065	1142
Pdrg1	1298	1211	1125	1038	865	982	1207	979	956	946	1135	1230	1324	1419
Pds5a	14657	13679	12702	11725	9771	9081	6386	8039	8567	8989	10787	11686	12585	13484
Pds5b	8339	7783	7227	6671	5559	5816	5130	6005	7251	6597	7916	8576	9236	9896
Pdss1	1845	1722	1599	1476	1230	904	1024	1169	893	1155	1386	1502	1617	1733
Pdss2	926	864	802	740	617	618	560	500	492	423	508	550	592	635
Pdx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdxdc1	8789	8203	7617	7031	5859	5110	5020	3817	3693	4076	4891	5299	5706	6114
Pdxk	2394	2234	2075	1915	1596	1665	1423	2427	2842	2224	2669	2891	3114	3336
Pdxk-ps	5	4	4	4	3	12	12	1	2	4	5	5	6	6
Pdxp	2639	2463	2287	2111	1759	1800	1376	1923	1425	2349	2819	3054	3289	3524
Pdyn	0	0	0	0	0	0	0	0	0	2	2	3	3	3
Pdzd11	2364	2206	2049	1891	1576	1240	1662	859	718	896	1075	1165	1254	1344
Pdzd2	42	39	36	34	28	12	15	19	28	15	18	20	21	23
Pdzd3	0	0	0	0	0	0	2	0	2	1	1	1	1	2
Pdzd4	428	399	371	342	285	406	300	303	290	248	298	322	347	372
Pdzd7	164	153	142	131	109	240	291	89	192	66	79	86	92	99
Pdzd8	10664	9953	9242	8531	7109	6588	6732	5288	5905	5748	6898	7472	8047	8622
Pdzd9	12	11	10	10	8	8	4	10	0	5	6	7	7	8
Pdzk1	1019	951	883	815	679	585	474	392	385	398	478	517	557	597
Pdzk1ip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdzph1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdzrn3	4050	3780	3510	3240	2700	2633	2762	3380	4264	2851	3421	3706	3991	4277
Pdzrn4	5	4	4	4	3	0	0	0	0	0	0	0	0	0
Pea15a	5531	5162	4793	4424	3687	4348	5083	4345	4512	4452	5342	5788	6233	6678
Peak1	8663	8085	7508	6930	5775	5792	5113	8135	9573	9436	11323	12267	13210	14154
Pear1	2225	2076	1928	1780	1483	1442	1422	3468	3793	3618	4342	4703	5065	5427
Pebp1	19935	18606	17277	15948	13290	15191	16322	15772	14638	14679	17615	19083	20551	22019
Pebp4	0	0	0	0	0	2	2	9	16	3	4	4	4	5
Pecam1	21	20	18	17	14	11	3	3	1	2	2	3	3	3
Pecr	693	647	601	554	462	435	611	572	609	612	734	796	857	918
Pef1	2066	1928	1790	1652	1377	1552	2073	1324	1232	1399	1679	1819	1959	2099
Peg10	3	3	3	2	2	0	0	3	0	1	1	1	1	2
Peg12	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Peg13	854	797	740	683	569	692	566	979	939	990	1188	1287	1386	1485
Peg3	5	4	4	4	3	0	0	8	0	1	1	1	1	2
Peg3os	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peli1	2198	2051	1905	1758	1465	1287	1808	1873	1908	2079	2495	2703	2911	3119
Peli2	23	21	20	18	15	13	23	1	0	2	2	3	3	3
Peli3	8	7	7	6	5	7	14	20	23	10	12	13	14	15
Pelo	776	724	672	620	517	472	507	371	389	336	403	437	470	504
Pelp1	9539	8903	8267	7631	6359	5889	5307	6262	6136	6562	7874	8531	9187	9843
Pemt	417	389	361	334	278	247	321	232	224	212	254	276	297	318
Penk	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Peo1	4343	4053	3764	3474	2895	2881	2936	2123	2317	2183	2620	2838	3056	3275
Pepd	2159	2015	1871	1727	1439	1473	1751	1496	1410	1399	1679	1819	1959	2099
Per1	1568	1463	1359	1254	1045	1313	1360	1236	1929	872	1046	1134	1221	1308
Per2	552	515	478	442	368	634	350	932	1248	536	643	697	750	804
Per3	645	602	559	516	430	734	639	1401	2204	1110	1332	1443	1554	1665
Perm1	219	204	190	175	146	233	347	266	479	260	312	338	364	390
Perp	9411	8784	8156	7529	6274	6345	7429	1261	1671	1219	1463	1585	1707	1829
Pes1	15519	14484	13450	12415	10346	9260	9604	7711	7048	7760	9312	10088	10864	11640
Pet100	198	185	172	158	132	201	193	215	182	148	178	192	207	222
Pet117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pet2	24	22	21	19	16	4	1	0	0	0	0	0	0	0
Pex1	1235	1152	1070	988	823	870	862	713	852	665	798	865	931	998
Pex10	464	433	402	371	309	338	359	568	538	470	564	611	658	705
Pex11a	113	105	98	90	75	142	95	93	86	89	107	116	125	134
Pex11b	959	895	831	767	639	762	921	1030	1133	961	1153	1249	1345	1442
Pex11g	132	123	114	106	88	158	228	129	155	110	132	143	154	165
Pex12	879	820	762	703	586	534	635	357	395	353	424	459	494	530
Pex13	2211	2064	1916	1769	1474	1458	1895	1095	1274	1178	1414	1531	1649	1767
Pex14	2582	2409	2237	2065	1721	1816	2131	2226	2234	2140	2568	2782	2996	3210
Pex16	368	343	319	294	245	426	563	411	502	411	493	534	575	617
Pex19	3024	2822	2621	2419	2016	2310	2554	3085	3017	3146	3775	4090	4404	4719
Pex2	2045	1908	1772	1636	1363	1577	2035	1690	1798	1682	2018	2187	2355	2523
Pex26	500	466	433	400	333	336	405	456	459	474	569	616	664	711
Pex3	1188	1109	1030	950	792	751	886	505	644	554	665	720	776	831
Pex5	3095	2888	2682	2476	2063	2401	2365	1554	1824	1477	1772	1920	2068	2216
Pex5l	0	0	0	0	0	0	0	0	0	2	2	3	3	3
Pex6	3384	3158	2933	2707	2256	2840	3028	2395	2821	2123	2548	2760	2972	3185
Pex7	734	685	636	587	489	568	772	655	659	638	766	829	893	957
Pf4	6	6	5	5	4	8	7	0	2	2	2	3	3	3
Pfas	11829	11040	10252	9463	7886	7481	6030	6746	7055	6746	8095	8770	9444	10119
Pfdn1	4338	4049	3760	3470	2892	2838	3228	2433	2176	2340	2808	3042	3276	3510
Pfdn2	2366	2208	2050	1892	1577	1779	1779	2201	1948	1832	2198	2382	2565	2748
Pfdn4	1685	1572	1460	1348	1123	929	1039	1053	942	1091	1309	1418	1527	1637
Pfdn5	3146	2936	2726	2516	2097	2310	2915	2196	2194	2184	2621	2839	3058	3276
Pfdn6	2265	2114	1963	1812	1510	1764	2223	1744	1709	1608	1930	2090	2251	2412
Pfkfb1	380	354	329	304	253	218	306	157	151	161	193	209	225	242
Pfkfb2	1599	1492	1386	1279	1066	1463	1516	996	1365	1018	1222	1323	1425	1527
Pfkfb3	668	623	579	534	445	391	316	517	482	460	552	598	644	690
Pfkfb4	837	781	725	670	558	682	554	472	540	394	473	512	552	591
Pfkl	19181	17902	16623	15344	12787	15984	13887	21775	19634	19407	23288	25229	27170	29111
Pfkm	2484	2318	2153	1987	1656	2009	2105	2946	3234	2818	3382	3663	3945	4227
Pfkp	4124	3849	3574	3299	2749	4668	4627	9844	12351	10359	12431	13467	14503	15539
Pfn1	62760	58576	54392	50208	41840	40032	44173	56038	44866	50931	61117	66210	71303	76397
Pfn2	387	361	335	310	258	242	178	115	59	105	126	137	147	158
Pfn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfn4	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Pfpl	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Pga5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgam1	29546	27576	25606	23636	19697	18141	15481	14754	10299	13346	16015	17350	18684	20019
Pgam2	96	90	83	77	64	78	76	114	126	111	133	144	155	167
Pgam5	6788	6335	5883	5430	4525	3929	4543	3581	3543	3669	4403	4770	5137	5504
Pgap1	1515	1414	1313	1212	1010	1426	1451	331	513	407	488	529	570	611
Pgap2	1673	1561	1450	1338	1115	1092	1139	1018	1045	934	1121	1214	1308	1401
Pgap3	347	323	300	277	231	232	315	357	390	278	334	361	389	417
Pgbd1	9	8	8	7	6	4	3	23	36	28	34	36	39	42
Pgbd5	62	57	53	49	41	37	51	13	20	8	10	10	11	12
Pgc	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgd	19106	17832	16558	15284	12737	10953	12226	14961	10947	12524	15029	16281	17534	18786
Pgf	104	97	90	83	69	90	101	190	365	301	361	391	421	452
Pggt1b	2070	1932	1794	1656	1380	1208	975	1314	1417	1249	1499	1624	1749	1874
Pgk1	58022	54153	50285	46417	38681	46175	49745	39618	34621	39059	46871	50777	54683	58589
Pgk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgls	6536	6100	5664	5228	4357	4701	5218	4976	5017	4509	5411	5862	6313	6764
Pglyrp1	5	4	4	4	3	12	4	10	13	5	6	7	7	8
Pglyrp2	54	50	47	43	36	21	25	0	1	0	0	0	0	0
Pglyrp3	2	1	1	1	1	1	1	0	0	0	0	0	0	0
Pglyrp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgm1	2970	2772	2574	2376	1980	2073	2071	1891	1734	2004	2405	2605	2806	3006
Pgm2	3878	3619	3361	3102	2585	3720	4338	4697	5013	4516	5419	5871	6322	6774
Pgm2l1	989	923	857	791	659	687	473	975	997	978	1174	1271	1369	1467
Pgm3	1031	962	893	824	687	640	677	608	674	659	791	857	923	989
Pgm5	6	6	5	5	4	0	0	2	0	0	0	0	0	0
Pgp	3017	2815	2614	2413	2011	2084	1427	1807	1221	1323	1588	1720	1852	1985
Pgpep1	2814	2626	2439	2251	1876	2011	2544	1288	1333	1392	1670	1810	1949	2088
Pgpep1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgr	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pgr15l	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgrmc1	4980	4648	4316	3984	3320	3179	3310	2048	2184	2151	2581	2796	3011	3227
Pgrmc2	6462	6031	5600	5170	4308	4277	4185	4389	4133	3960	4752	5148	5544	5940
Pgs1	5616	5242	4867	4493	3744	3482	3309	2825	2211	2592	3110	3370	3629	3888
Phactr1	35	32	30	28	23	48	48	53	94	80	96	104	112	120
Phactr2	2	1	1	1	1	0	0	2	0	0	0	0	0	0
Phactr3	0	0	0	0	0	0	0	0	0	2	2	3	3	3
Phactr4	5940	5544	5148	4752	3960	3504	3513	2507	2890	2967	3560	3857	4154	4451
Phax	3032	2829	2627	2425	2021	1827	2180	1697	1722	1647	1976	2141	2306	2471
Phb	17132	15989	14847	13705	11421	10206	10420	9344	7111	8755	10506	11382	12257	13133
Phb2	19644	18334	17025	15715	13096	11648	12439	12103	10417	11227	13472	14595	15718	16841
Phc1	3000	2800	2600	2400	2000	2398	2402	2065	2543	1919	2303	2495	2687	2879
Phc2	22089	20616	19144	17671	14726	15219	17207	16682	17874	15757	18908	20484	22060	23636
Phc3	3275	3056	2838	2620	2183	2219	1810	1785	2265	2021	2425	2627	2829	3032
Phex	633	591	549	506	422	393	313	1486	977	1442	1730	1875	2019	2163
Phf1	1217	1135	1054	973	811	1310	1543	1680	2286	1667	2000	2167	2334	2501
Phf10	4911	4584	4256	3929	3274	4037	6166	2823	3564	3051	3661	3966	4271	4577
Phf11a	0	0	0	0	0	0	2	0	1	0	0	0	0	0
Phf11b	3	3	3	2	2	5	9	1	3	1	1	1	1	2
Phf11c	81	76	70	65	54	70	66	27	46	38	46	49	53	57
Phf11d	14	13	12	11	9	55	106	12	45	32	38	42	45	48
Phf12	5891	5498	5105	4712	3927	4176	4987	5275	5373	5327	6392	6925	7458	7991
Phf13	2102	1961	1821	1681	1401	1178	1262	2592	2318	2240	2688	2912	3136	3360
Phf14	3483	3251	3019	2786	2322	1920	2618	1951	2546	2109	2531	2742	2953	3164
Phf19	6809	6355	5901	5447	4539	4552	4619	9113	9934	9172	11006	11924	12841	13758
Phf2	7562	7057	6553	6049	5041	5335	4700	4043	5062	4777	5732	6210	6688	7166
Phf20	5186	4840	4494	4148	3457	3646	3446	4905	5372	5208	6250	6770	7291	7812
Phf20l1	9345	8722	8099	7476	6230	5990	6322	5258	6128	5687	6824	7393	7962	8531
Phf21a	1655	1544	1434	1324	1103	1401	1434	1580	2461	1596	1915	2075	2234	2394
Phf21b	683	637	592	546	455	527	446	465	497	506	607	658	708	759
Phf23	4199	3919	3639	3359	2799	3361	3940	3422	3308	3390	4068	4407	4746	5085
Phf24	0	0	0	0	0	0	0	0	0	3	4	4	4	5
Phf3	10271	9586	8901	8216	6847	6795	6537	4966	6183	5913	7096	7687	8278	8870
Phf5a	4769	4451	4133	3815	3179	2783	3092	2019	1814	1888	2266	2454	2643	2832
Phf6	6143	5733	5324	4914	4095	3597	4079	2974	3263	3598	4318	4677	5037	5397
Phf7	359	335	311	287	239	271	368	196	234	222	266	289	311	333
Phf8	4718	4403	4089	3774	3145	2924	2438	1233	1446	1481	1777	1925	2073	2222
Phgdh	36030	33628	31226	28824	24020	25532	32846	23630	25704	22833	27400	29683	31966	34250
Phgr1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Phip	6596	6156	5716	5276	4397	4197	3931	4776	4954	5796	6955	7535	8114	8694
Phka1	2064	1926	1789	1651	1376	1353	1380	1297	1356	1490	1788	1937	2086	2235
Phka2	1730	1614	1499	1384	1153	1383	1208	685	975	853	1024	1109	1194	1280
Phkb	3011	2810	2609	2408	2007	1768	1840	1444	1712	1542	1850	2005	2159	2313
Phkg1	0	0	0	0	0	1	1	2	0	1	1	1	1	2
Phkg2	599	559	519	479	399	396	539	499	603	530	636	689	742	795
Phlda1	6455	6024	5594	5164	4303	5004	5861	2457	2620	2493	2992	3241	3490	3740
Phlda2	770	718	667	616	513	473	522	329	366	395	474	514	553	593
Phlda3	1365	1274	1183	1092	910	1000	885	1395	1263	1254	1505	1630	1756	1881
Phldb1	8492	7925	7359	6793	5661	6099	5444	8833	9341	8906	10687	11578	12468	13359
Phldb2	5351	4994	4637	4280	3567	3582	3433	1111	1545	1540	1848	2002	2156	2310
Phldb3	572	533	495	457	381	411	497	397	532	466	559	606	652	699
Phlpp1	4865	4540	4216	3892	3243	2938	2802	3347	3614	3328	3994	4326	4659	4992
Phlpp2	3956	3692	3428	3164	2637	2612	1836	1712	1548	1679	2015	2183	2351	2519
Phospho1	38	35	33	30	25	90	81	67	84	51	61	66	71	77
Phospho2	735	686	637	588	490	515	795	420	491	478	574	621	669	717
Phox2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phox2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phpt1	1544	1441	1338	1235	1029	1238	1624	1500	1673	1371	1645	1782	1919	2057
Phrf1	9744	9094	8445	7795	6496	6104	4891	5303	5006	5654	6785	7350	7916	8481
Phtf1	4073	3801	3530	3258	2715	2719	2651	2844	2805	2478	2974	3221	3469	3717
Phtf1os	12	11	10	10	8	29	18	39	26	22	26	29	31	33
Phtf2	1575	1470	1365	1260	1050	995	742	1009	842	1068	1282	1388	1495	1602
Phxr4	6	6	5	5	4	0	0	0	0	0	0	0	0	0
Phyh	1149	1072	996	919	766	893	1344	1018	1520	1142	1370	1485	1599	1713
Phyhd1	165	154	143	132	110	134	244	341	730	388	466	504	543	582
Phyhip	3	3	3	2	2	0	3	9	4	16	19	21	22	24
Phyhipl	0	0	0	0	0	0	0	1	0	3	4	4	4	5
Phykpl	1355	1264	1174	1084	903	736	710	906	853	824	989	1071	1154	1236
Pi15	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Pi16	3	3	3	2	2	5	11	5	10	10	12	13	14	15
Pi4k2a	7190	6710	6231	5752	4793	4643	5240	3253	3121	3019	3623	3925	4227	4529
Pi4k2b	3753	3503	3253	3002	2502	2678	3233	4162	4809	4472	5366	5814	6261	6708
Pi4ka	5085	4746	4407	4068	3390	3091	2754	3293	3284	3436	4123	4467	4810	5154
Pi4kb	3488	3255	3023	2790	2325	2326	2676	2499	2676	2541	3049	3303	3557	3812
Pianp	9	8	8	7	6	12	5	4	4	7	8	9	10	11
Pias1	2135	1992	1850	1708	1423	1464	1411	1475	1774	1695	2034	2204	2373	2543
Pias2	5084	4745	4406	4067	3389	3158	3652	3466	3918	3755	4506	4882	5257	5633
Pias3	1478	1379	1281	1182	985	1238	1338	1961	2027	1885	2262	2451	2639	2828
Pias4	1326	1238	1149	1061	884	1208	1274	1181	1197	1241	1489	1613	1737	1862
Pibf1	747	697	647	598	498	521	552	576	754	654	785	850	916	981
Picalm	13128	12253	11378	10502	8752	8376	9058	8589	9631	9648	11578	12542	13507	14472
Pick1	4286	4000	3714	3428	2857	3875	3747	2844	3503	2420	2904	3146	3388	3630
Pid1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pidd1	1172	1093	1015	937	781	865	739	715	708	629	755	818	881	944
Piezo1	26040	24304	22568	20832	17360	15988	10188	17834	18106	19022	22826	24729	26631	28533
Piezo2	204	190	177	163	136	171	208	299	544	484	581	629	678	726
Pif1	1296	1210	1123	1037	864	1161	870	841	987	992	1190	1290	1389	1488
Pifo	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Piga	1391	1298	1205	1112	927	964	1394	654	831	670	804	871	938	1005
Pigb	552	515	478	442	368	335	256	270	351	321	385	417	449	482
Pigc	539	503	467	431	359	426	479	430	492	509	611	662	713	764
Pigf	692	645	599	553	461	472	458	322	364	352	422	458	493	528
Pigg	1022	953	885	817	681	876	680	839	1102	912	1094	1186	1277	1368
Pigh	264	246	229	211	176	227	327	216	287	306	367	398	428	459
Pigk	4193	3913	3634	3354	2795	2527	2809	3675	3558	3668	4402	4768	5135	5502
Pigl	728	679	631	582	485	474	588	338	450	408	490	530	571	612
Pigm	2685	2506	2327	2148	1790	1639	1571	2131	2320	2110	2532	2743	2954	3165
Pign	7133	6657	6182	5706	4755	4228	4505	5432	6446	6440	7728	8372	9016	9660
Pigo	2198	2051	1905	1758	1465	1860	1590	1827	1990	1629	1955	2118	2281	2444
Pigp	545	508	472	436	363	487	670	539	697	506	607	658	708	759
Pigq	7041	6572	6102	5633	4694	4774	4739	5873	5376	5732	6878	7452	8025	8598
Pigr	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Pigs	6765	6314	5863	5412	4510	4514	4391	4149	4253	4338	5206	5639	6073	6507
Pigt	11049	10312	9576	8839	7366	6664	6602	10463	10004	10306	12367	13398	14428	15459
Pigu	1778	1659	1541	1422	1185	1151	1435	1509	1592	1561	1873	2029	2185	2342
Pigv	449	419	389	359	299	474	580	449	592	421	505	547	589	632
Pigw	737	687	638	589	491	647	685	447	572	501	601	651	701	752
Pigx	1712	1597	1483	1369	1141	966	1121	653	877	738	886	959	1033	1107
Pigyl	449	419	389	359	299	328	477	370	393	289	347	376	405	434
Pigz	0	0	0	0	0	3	10	0	1	4	5	5	6	6
Pih1d1	2088	1949	1810	1670	1392	1631	1830	1472	1417	1355	1626	1762	1897	2033
Pih1d2	129	120	112	103	86	68	92	60	63	38	46	49	53	57
Pih1d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pih1h3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pik3ap1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pik3c2a	7236	6754	6271	5789	4824	4861	4655	5025	5859	6112	7334	7946	8557	9168
Pik3c2b	797	743	690	637	531	701	473	145	167	157	188	204	220	236
Pik3c2g	11	10	9	8	7	5	5	2	3	5	6	7	7	8
Pik3c3	1974	1842	1711	1579	1316	1331	1436	1426	1487	1365	1638	1775	1911	2048
Pik3ca	6500	6066	5633	5200	4333	4389	4174	4497	5014	5003	6004	6504	7004	7505
Pik3cb	5576	5204	4832	4460	3717	3046	2778	2034	2061	2600	3120	3380	3640	3900
Pik3cd	611	570	529	488	407	477	413	501	524	489	587	636	685	734
Pik3cg	8	7	7	6	5	6	5	0	0	0	0	0	0	0
Pik3ip1	191	178	165	152	127	179	225	215	341	177	212	230	248	266
Pik3r1	2102	1961	1821	1681	1401	1368	1511	1604	1950	1798	2158	2337	2517	2697
Pik3r2	6146	5736	5326	4916	4097	4781	4687	4733	4962	4304	5165	5595	6026	6456
Pik3r3	273	255	237	218	182	142	148	69	45	38	46	49	53	57
Pik3r4	2256	2106	1955	1805	1504	1522	1375	1518	1735	1489	1787	1936	2085	2234
Pik3r5	218	203	189	174	145	141	123	40	36	57	68	74	80	86
Pik3r6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pikfyve	3224	3009	2794	2579	2149	2159	1861	1421	1550	1442	1730	1875	2019	2163
Pilra	0	0	0	0	0	1	1	1	2	1	1	1	1	2
Pilrb1	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Pilrb2	18	17	16	14	12	1	7	0	1	1	1	1	1	2
Pim1	1550	1446	1343	1240	1033	1181	1322	837	1062	805	966	1047	1127	1208
Pim2	903	843	783	722	602	651	609	263	277	280	336	364	392	420
Pim3	5562	5191	4820	4450	3708	4011	4581	5689	5904	7514	9017	9768	10520	11271
Pin1	5766	5382	4997	4613	3844	3894	4225	3857	3087	3332	3998	4332	4665	4998
Pin1rt1	33	31	29	26	22	8	16	0	0	0	0	0	0	0
Pin4	813	759	705	650	542	650	788	535	484	540	648	702	756	810
Pinc	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pink1	795	742	689	636	530	692	942	723	792	691	829	898	967	1037
Pinlyp	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pinx1	1436	1340	1244	1148	957	758	744	694	596	687	824	893	962	1031
Pip	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pip4k2a	2078	1939	1801	1662	1385	1370	1194	1053	1147	969	1163	1260	1357	1454
Pip4k2b	11360	10602	9845	9088	7573	6753	5240	7301	6699	7584	9101	9859	10618	11376
Pip4k2c	3743	3493	3244	2994	2495	2756	3130	2557	2745	2498	2998	3247	3497	3747
Pip5k1a	5949	5552	5156	4759	3966	3933	4930	2801	3202	3003	3604	3904	4204	4505
Pip5k1b	51	48	44	41	34	62	47	54	48	49	59	64	69	74
Pip5k1c	8430	7868	7306	6744	5620	4976	5029	8805	8902	8974	10769	11666	12564	13461
Pip5kl1	3	3	3	2	2	1	2	0	2	0	0	0	0	0
Pipox	0	0	0	0	0	0	6	11	23	14	17	18	20	21
Pir	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pira1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pira11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pira2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pira4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pira6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pira7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pirb	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pirt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pisd	2831	2642	2453	2264	1887	1812	1979	1955	1970	1952	2342	2538	2733	2928
Pisd-ps1	4598	4291	3985	3678	3065	4583	4111	4002	5372	3958	4750	5145	5541	5937
Pisd-ps2	1049	979	909	839	699	912	726	793	1068	746	895	970	1044	1119
Pisd-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
